Sample,Site,Park,State,Network,Date,Habitat,Abedus,Acentrella,Aedes,Aeshnidae,Agabus,Allognosta,Ambrysus,Amphipoda,Ampumixis dispar,Anisoptera,Anopheles,Antocha monticola,Aquarius,Archilestes,Argia,Arrenurus,Asioplax,Atherix,Atopsyche,Atrichopogon/Forcipomyia,Baetidae,Baetis,Baetodes,Belostoma,Belostomatidae,Berosus,Bezzia,Bivalvia,Boreoheptagyia,Brachycentrus,Brachycentrus americanus,Brachycentrus occidentalis,Brechmorhoga mendax,Buenoa,Caenidae,Caenis,Caenis amica/latipennis,Callibaetis,Caloparyphus,Calopterygidae,Cambaridae,Camelobaetidius,Capnia,Capniidae,Centroptilum,Ceratopogon,Ceratopogonidae,Cernotina,Chelifera,Cheumatopsyche,Chimarra,Chironomidae,Chironominae,Chloroperlinae,Cinygmula,Claassenia sabulosa,Cleptelmis addenda,Clinocera,Clitellata,Cloeodes,Coenagrionidae,Collembola,Copelatus,Corbicula fluminea,Cordulegaster diadema,Corixidae,Corydalus cornutus,Culex,Culicidae,Culicoides,Culiseta,Culoptila/Protoptila,Curculionidae,Dasyhelea,Decapoda,Diamesinae,Dicranota,Dineutus,Diptera,Dixa,Dixella,Dixidae,Dolichopodidae,Drunella grandis,Dubiraphia,Dytiscidae,Elmidae,Empididae,Enallagma,Enochrus,Epeorus,Ephemerella dorothea/excrucians,Ephemerella tibialis,Ephemerellidae,Ephemeroptera,Ephydridae,Erpetogomphus,Erpobdellidae,Eubrianax edwardsii,Eucorethra underwoodi,Euparyphus,Eylais,Fallceon,Faxonius virilis,Ferrissia rivularis,Gammarus,Gastropoda,Gerridae,Glossiphoniidae,Glossosoma,Glossosomatidae,Gomphidae,Graptocorixa,Gymnochthebius,Gyraulus,Gyretes,Gyrinidae,Gyrinus,Haliplidae,Helichus,Helicopsyche,Helisoma,Helius,Helobdella stagnalis,Helochares,Helophorus,Hemerodromia,Heptagenia,Heptageniidae,Hesperoperla pacifica,Hetaerina,Heterelmis,Heteroptera,Hyalella,Hydraena,Hydrobiidae,Hydrochus,Hydrophilidae,Hydropsyche,Hydropsychidae,Hydroptila,Hydroptilidae,Hygrobates,Hygrobatidae,Hygrotus,Ischnura,Isogenoides,Isonychia,Isoperla,Ithytrichia clavata,Laccophilus,Lebertia,Lepidostoma,Leptoceridae,Leptohyphes,Leptohyphidae,Leptophlebia,Leptophlebiidae,Lethocerus,Leucotrichia,Leucrocuta,Libellula,Libellulidae,Limnephilidae,Limnophila,Limnoporus,Limonia,Liodessus obscurellus,Lymnaea,Macrovelia,Malenka,Marilia flexuosa,Maruina,Mayatrichia/Neotrichia,Meringodixa chalonensis,Metrobates,Micrasema,Microcylloepus pusillus,Microvelia,Mideopsis,Molophilus,Muscidae,Myxosargus,Naucoridae,Nectopsyche,Nematoda,Nemotelus,Nemouridae,Neoclypeodytes,Neocorixa,Neocylloepus,Neoelmis caesa,Neoplasta,Neotrichia,Noctuidae,Notonecta,Notonectidae,Ochrotrichia,Ochthebius,Odontomyia,Oecetis,Oligochaeta,Ophiogomphus,Optioservus,Optioservus divergens,Optioservus quadrimaculatus,Orthocladiinae,Oxus,Oxyethira,Paltothemis lineatipes,Paracloeodes minutus,Paracymus,Paraleptophlebia,Parapsyche,Peltodytes,Pericoma,Perlidae,Perlodidae,Petrophila,Philopotamidae,Phylloicus mexicanus,Physa,Pisidiidae,Pisidium,Planorbella,Planorbidae,Platyhelminthes,Plecoptera,Polycentropodidae,Polycentropus,Postelichus,Probezzia,Progomphus borealis,Protzia,Psephenidae,Psephenus,Pseudocloeon,Psychoda,Psychodidae,Psychomyia,Psychomyiidae,Pteronarcys californica,Ranatra,Rhagovelia,Rhantus,Rhithrogena,Rhyacophila,Sanfilippodytes,Sciomyzidae,Scirtidae,Serratella,Simuliidae,Simulium,Siphlonuridae,Skwala americana,Smicridea,Sperchon,Sperchonidae,Sperchonopsis,Sphaerium,Stenelmis,Stictotarsus,Stratiomyidae,Stratiomys,Tabanidae,Tabanus,Taeniopterygidae,Tanypodinae,Testudacarus,Thermonectus marmoratus,Thermonectus nigrofasciatus,Thraulodes,Tipula,Tipulidae,Torrenticola,Torrenticolidae,Traverella albertana,Trepobates,Triaenodes,Trichocorixa,Trichoptera,Tricorythodes,Trombidiformes,Tropisternus,Uvarus,Vacupernius packeri,Veliidae,Wiedemannia,Wormaldia,Xenacoelomorpha,Zaitzevia parvula,Zapada,Zygoptera
SAGE_2011-09-22_s,SAGE,SAGE,AZ,SODN,2011-09-22,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01052632,0,0,0,0,0.01052632,0,0,0,0,0,0,0,0.005263158,0,0,0,0,0,0,0,0.04210526,0,0,0,0,0,0,0,0,0,0.04736842,0.1789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0,0,0.05263158,0,0,0,0,0,0,0,0,0,0.02105263,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3052632,0,0,0,0,0,0,0,0,0,0,0
SAGE_2011-09-28_s,SAGE,SAGE,AZ,SODN,2011-09-28,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0,0,0,0,0.05555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE_2011-10-01_s,SAGE,SAGE,AZ,SODN,2011-10-01,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2151899,0.02531646,0,0,0.01265823,0,0,0,0,0,0,0,0,0,0,0,0,0.1012658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03797468,0.1265823,0,0,0,0,0,0,0.01265823,0,0,0,0,0,0.01265823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03797468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05063291,0,0,0,0,0,0,0,0,0,0.02531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2405063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265823,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265823,0,0,0,0,0,0.02531646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE_2011-10-01_s_2,SAGE,SAGE,AZ,SODN,2011-10-01,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0,0,0.004379562,0,0,0,0.00729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0.05693431,0.0350365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729927,0,0,0,0,0,0,0,0,0,0,0,0.002919708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01021898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0.002919708,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0,0.01751825,0,0,0,0,0,0,0,0,0,0.008759124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7080292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05255475,0,0,0,0,0,0,0,0,0.002919708,0,0,0,0,0,0.06715328,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0.005839416,0,0,0,0,0,0,0,0,0,0
SAGE_2011-10-02_s,SAGE,SAGE,AZ,SODN,2011-10-02,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01149425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02298851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05747126,0,0,0,0,0.05747126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06896552,0,0.770115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01149425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE_2011-10-03_s,SAGE,SAGE,AZ,SODN,2011-10-03,Spring,0,0,0,0,0.03921569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01960784,0.05882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03921569,0,0,0,0,0,0,0,0,0,0,0,0,0.01960784,0,0,0,0,0,0,0,0,0,0,0,0
SAGE_2011-10-04_s,SAGE,SAGE,AZ,SODN,2011-10-04,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1052632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAGE_2011-10-04_s_2,SAGE,SAGE,AZ,SODN,2011-10-04,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2021277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04255319,0.2765957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03191489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3723404,0.0106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05319149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PECO_2011-10-10_r,PECO,PECO,NM,SOPN,2011-10-10,Riffle,0,0.1622419,0,0,0,0,0.004424779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02949852,0,0,0,0,0,0,0,0,0,0.01179941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01032448,0,0,0.0619469,0.05899705,0.001474926,0.01474926,0.001474926,0,0.002949852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01769911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002949852,0,0,0,0,0,0,0.02359882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001474926,0.1032448,0,0,0,0,0,0,0,0,0.001474926,0,0,0,0,0,0,0,0,0.09439528,0.05309734,0,0.002949852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004424779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007374631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001474926,0,0,0.02654867,0,0,0.100295,0,0,0,0,0,0,0,0,0,0,0,0.01327434,0.04867257,0,0,0,0,0,0,0,0.001474926,0,0,0,0,0,0,0,0,0,0,0,0.001474926,0,0.002949852,0,0,0,0,0,0,0,0,0,0.002949852,0.08849557,0,0,0,0.004424779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02359882,0.01032448,0,0,0,0,0,0,0.001474926,0,0,0
PECO_2011-10-10_m,PECO,PECO,NM,SOPN,2011-10-10,Multiple,0,0.02292264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07593123,0.1017192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001432665,0,0,0.008595988,0.03295129,0.00286533,0.2234957,0,0,0,0,0,0,0,0,0,0,0,0,0.01432665,0,0,0,0,0,0,0,0,0,0,0,0,0.00286533,0,0,0,0,0,0.005730659,0,0.001432665,0,0,0,0,0,0,0.03724928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001432665,0,0,0,0,0,0,0,0,0.001432665,0.1446991,0,0,0.001432665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02005731,0.03151862,0,0.001432665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004297994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286533,0,0,0,0,0,0.00286533,0.007163324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007163324,0.03724928,0,0.00286533,0,0,0.04441261,0,0,0,0,0,0,0,0,0,0,0,0.00286533,0,0,0.001432665,0,0.00286533,0,0,0,0.004297994,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286533,0,0.001432665,0,0,0,0,0,0,0,0.01289398,0.007163324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00286533,0,0,0,0,0.001432665,0.001432665,0,0,0,0,0,0,0.001432665,0.09025788,0,0,0,0,0,0,0,0.0243553,0,0,0
GICL_2011-10-12_r,GICL,GICL,NM,SODN,2011-10-12,Riffle,0,0.07142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03492064,0,0.003174603,0.006349206,0,0,0,0,0,0,0,0.006349206,0,0,0,0,0.001587302,0.006349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006349206,0,0,0,0,0,0,0.001587302,0,0,0,0,0,0,0,0,0.007936508,0,0,0,0,0.001587302,0,0,0,0.01269841,0,0,0,0,0,0,0,0.001587302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003174603,0.08412699,0,0.006349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006349206,0,0,0,0.01111111,0,0,0.02539683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01269841,0,0,0.08412699,0,0,0,0,0,0,0,0,0,0,0,0.00952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003174603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1873016,0,0,0,0,0,0,0,0,0,0,0,0.006349206,0.001587302,0,0.003174603,0,0,0,0,0,0,0.01111111,0,0,0,0,0,0,0,0.01111111,0,0,0,0,0,0,0,0,0,0
GICL_2011-10-12_m,GICL,GICL,NM,SODN,2011-10-12,Multiple,0,0.1152648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529595,0.271028,0,0,0.006230529,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006230529,0,0,0.006230529,0,0,0.003115265,0,0,0,0,0.003115265,0,0.009345794,0.006230529,0,0,0,0,0,0,0,0,0,0,0,0,0.01869159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01557632,0.006230529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0.0529595,0,0,0,0,0,0,0,0,0.01246106,0,0,0,0,0,0,0,0.006230529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01246106,0,0.04361371,0,0.003115265,0,0,0,0,0,0,0,0.006230529,0,0,0,0,0,0,0,0.009345794,0,0,0.009345794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01246106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0.1433022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04361371,0,0,0,0,0,0,0,0.003115265,0.07165109,0,0,0,0.01557632,0,0,0,0,0,0.003115265,0,0.01869159,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003115265,0,0,0,0,0,0,0,0,0,0
SAGE_2011-10-20_s,SAGE,SAGE,AZ,SODN,2011-10-20,Spring,0,0.009803922,0,0,0,0,0,0,0,0,0.05882353,0,0,0,0,0,0,0,0,0,0.4362745,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0.004901961,0,0,0,0.3137255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01470588,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009803922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0.0245098,0,0,0.004901961,0,0,0,0,0,0,0.02941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01960784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004901961,0,0,0,0,0,0,0,0,0
CORO_2011-11-30_s,CORO,CORO,AZ,SODN,2011-11-30,Spring,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.4,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02
MOWE_2011-10-25_m,MOWE,MOCA,AZ,SODN,2011-10-25,Multiple,0,0,0,0,0,0,0,0,0,0,0.03791469,0,0,0,0,0.007109005,0,0,0,0,0,0,0,0,0.0592417,0.007109005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002369668,0,0,0,0,0.02606635,0,0,0,0,0,0,0,0,0.2748815,0,0,0,0,0,0,0,0.009478673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3222749,0,0.01421801,0,0.007109005,0,0,0,0,0,0,0.002369668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004739337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007109005,0.002369668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03554503,0,0,0,0,0,0,0.002369668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007109005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07345971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOCC_2011-10-26_s,MOCC,MOCA,AZ,SODN,2011-10-26,Spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02469136,0,0,0,0,0,0.01234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01234568,0,0,0,0,0,0.308642,0,0,0,0,0,0,0,0.07407407,0,0,0,0,0,0,0,0.01234568,0,0,0,0,0,0,0,0,0,0.01234568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02469136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01234568,0.08641975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01234568,0,0,0,0,0.0617284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0617284,0,0.1728395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
