Sample,Site,Park,State,Network,Date,Habitat,Abedus,Acentrella,Aedes,Aeshnidae,Agabus,Allognosta,Ambrysus,Amphipoda,Ampumixis dispar,Anisoptera,Anopheles,Antocha monticola,Aquarius,Archilestes,Argia,Arrenurus,Asioplax,Atherix,Atopsyche,Atrichopogon/Forcipomyia,Baetidae,Baetis,Baetodes,Belostoma,Belostomatidae,Berosus,Bezzia,Bivalvia,Boreoheptagyia,Brachycentrus,Brachycentrus americanus,Brachycentrus occidentalis,Brechmorhoga mendax,Buenoa,Caenidae,Caenis,Caenis amica/latipennis,Callibaetis,Caloparyphus,Calopterygidae,Cambaridae,Camelobaetidius,Capnia,Capniidae,Centroptilum,Ceratopogon,Ceratopogonidae,Cernotina,Chelifera,Cheumatopsyche,Chimarra,Chironomidae,Chironominae,Chloroperlinae,Cinygmula,Claassenia sabulosa,Cleptelmis addenda,Clinocera,Clitellata,Cloeodes,Coenagrionidae,Collembola,Copelatus,Corbicula fluminea,Cordulegaster diadema,Corixidae,Corydalus cornutus,Culex,Culicidae,Culicoides,Culiseta,Culoptila/Protoptila,Curculionidae,Dasyhelea,Decapoda,Diamesinae,Dicranota,Dineutus,Diptera,Dixa,Dixella,Dixidae,Dolichopodidae,Drunella grandis,Dubiraphia,Dytiscidae,Elmidae,Empididae,Enallagma,Enochrus,Epeorus,Ephemerella dorothea/excrucians,Ephemerella tibialis,Ephemerellidae,Ephemeroptera,Ephydridae,Erpetogomphus,Erpobdellidae,Eubrianax edwardsii,Eucorethra underwoodi,Euparyphus,Eylais,Fallceon,Faxonius virilis,Ferrissia rivularis,Gammarus,Gastropoda,Gerridae,Glossiphoniidae,Glossosoma,Glossosomatidae,Gomphidae,Graptocorixa,Gymnochthebius,Gyraulus,Gyretes,Gyrinidae,Gyrinus,Haliplidae,Helichus,Helicopsyche,Helisoma,Helius,Helobdella stagnalis,Helochares,Helophorus,Hemerodromia,Heptagenia,Heptageniidae,Hesperoperla pacifica,Hetaerina,Heterelmis,Heteroptera,Hyalella,Hydraena,Hydrobiidae,Hydrochus,Hydrophilidae,Hydropsyche,Hydropsychidae,Hydroptila,Hydroptilidae,Hygrobates,Hygrobatidae,Hygrotus,Ischnura,Isogenoides,Isonychia,Isoperla,Ithytrichia clavata,Laccophilus,Lebertia,Lepidostoma,Leptoceridae,Leptohyphes,Leptohyphidae,Leptophlebia,Leptophlebiidae,Lethocerus,Leucotrichia,Leucrocuta,Libellula,Libellulidae,Limnephilidae,Limnophila,Limnoporus,Limonia,Liodessus obscurellus,Lymnaea,Macrovelia,Malenka,Marilia flexuosa,Maruina,Mayatrichia/Neotrichia,Meringodixa chalonensis,Metrobates,Micrasema,Microcylloepus pusillus,Microvelia,Mideopsis,Molophilus,Muscidae,Myxosargus,Naucoridae,Nectopsyche,Nematoda,Nemotelus,Nemouridae,Neoclypeodytes,Neocorixa,Neocylloepus,Neoelmis caesa,Neoplasta,Neotrichia,Noctuidae,Notonecta,Notonectidae,Ochrotrichia,Ochthebius,Odontomyia,Oecetis,Oligochaeta,Ophiogomphus,Optioservus,Optioservus divergens,Optioservus quadrimaculatus,Orthocladiinae,Oxus,Oxyethira,Paltothemis lineatipes,Paracloeodes minutus,Paracymus,Paraleptophlebia,Parapsyche,Peltodytes,Pericoma,Perlidae,Perlodidae,Petrophila,Philopotamidae,Phylloicus mexicanus,Physa,Pisidiidae,Pisidium,Planorbella,Planorbidae,Platyhelminthes,Plecoptera,Polycentropodidae,Polycentropus,Postelichus,Probezzia,Progomphus borealis,Protzia,Psephenidae,Psephenus,Pseudocloeon,Psychoda,Psychodidae,Psychomyia,Psychomyiidae,Pteronarcys californica,Ranatra,Rhagovelia,Rhantus,Rhithrogena,Rhyacophila,Sanfilippodytes,Sciomyzidae,Scirtidae,Serratella,Simuliidae,Simulium,Siphlonuridae,Skwala americana,Smicridea,Sperchon,Sperchonidae,Sperchonopsis,Sphaerium,Stenelmis,Stictotarsus,Stratiomyidae,Stratiomys,Tabanidae,Tabanus,Taeniopterygidae,Tanypodinae,Testudacarus,Thermonectus marmoratus,Thermonectus nigrofasciatus,Thraulodes,Tipula,Tipulidae,Torrenticola,Torrenticolidae,Traverella albertana,Trepobates,Triaenodes,Trichocorixa,Trichoptera,Tricorythodes,Trombidiformes,Tropisternus,Uvarus,Vacupernius packeri,Veliidae,Wiedemannia,Wormaldia,Xenacoelomorpha,Zaitzevia parvula,Zapada,Zygoptera
TUMM_2018-05-14_r,TUMM,TUMM,AZ,SODN,2018-05-14,Riffle,0,0.06524634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002663116,0.5765646,0,0,0,0,0,0,0,0,0,0,0,0,0.001331558,0,0,0,0,0,0,0,0.003994674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2063915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01464714,0,0,0,0.001331558,0,0,0,0,0,0,0,0,0,0.02796272,0.002663116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005326231,0,0,0,0,0.05193076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02396804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001331558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01464714,0,0,0
TUMM_2018-05-14_m,TUMM,TUMM,AZ,SODN,2018-05-14,Multiple,0,0.05773672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02771363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001154734,0,0,0,0,0,0,0,0,0.001154734,0,0,0,0,0.004618938,0.2655889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002309469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4919169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002309469,0,0,0,0.01501155,0,0,0,0,0,0,0.002309469,0,0,0.01847575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01154734,0,0.001154734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03002309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02424942,0,0,0,0,0,0,0,0,0,0,0.001154734,0,0,0,0,0,0,0,0,0,0,0.009237875,0,0,0,0,0,0,0,0,0.01847575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01154734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001154734,0,0,0.001154734,0,0,0,0,0,0,0,0
MOWE_2018-05-17_r,MOWE,MOCA,AZ,SODN,2018-05-17,Riffle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0,0,0.1649635,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0.004379562,0,0,0,0,0,0,0,0,0,0,0.002919708,0,0,0.0540146,0.01313869,0.02773723,0.05985402,0,0,0,0,0,0,0,0.001459854,0,0,0.004379562,0,0,0.001459854,0,0,0,0,0,0,0,0.001459854,0,0.001459854,0,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002919708,0,0,0.09051095,0,0,0,0,0,0.001459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004379562,0,0,0,0,0,0,0,0,0,0,0,0.01021898,0.06423358,0.01751825,0.04963504,0,0,0,0,0,0,0,0,0,0.001459854,0,0,0,0.03357664,0,0.0189781,0,0.03357664,0,0,0.001459854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002919708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005839416,0,0,0,0.008759124,0,0,0,0,0.1343066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008759124,0,0,0.004379562,0,0,0,0,0,0,0,0,0.01167883,0,0,0,0,0,0,0,0.008759124,0.0350365,0,0,0.0379562,0.005839416,0,0,0,0,0,0.004379562,0,0,0.008759124,0,0.01605839,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02189781,0.001459854,0,0,0,0.002919708,0.005839416,0,0.002919708,0,0,0
MOWE_2018-05-18_m,MOWE,MOCA,AZ,SODN,2018-05-18,Multiple,0,0,0,0,0,0,0,0.001706485,0,0,0,0,0,0.001706485,0.001706485,0,0,0,0,0,0,0.04266212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003412969,0,0,0,0,0,0.005119454,0,0,0.003412969,0.001706485,0,0.06825939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02047782,0.001706485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001706485,0,0,0.5836177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001706485,0,0,0,0,0,0,0,0,0,0,0,0.03412969,0.03242321,0.01194539,0.003412969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003412969,0,0.001706485,0,0.001706485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02730375,0.01194539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05290102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003412969,0,0,0,0,0,0,0,0.003412969,0.02730375,0,0,0.02730375,0,0,0,0,0,0,0.008532424,0,0,0.001706485,0,0.003412969,0,0,0,0,0,0,0.001706485,0,0,0,0,0,0,0,0.003412969,0,0,0,0,0,0,0,0,0,0
MOCC_2018-05-18_r,MOCC,MOCA,AZ,SODN,2018-05-18,Riffle,0,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0.001445087,0,0,0,0,0,0,0.07803468,0,0,0.001445087,0,0.002890173,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001445087,0.001445087,0,0,0,0,0,0,0,0.00433526,0.02890173,0.002890173,0.02456647,0,0,0,0,0,0,0,0,0,0,0.01300578,0,0,0.001445087,0,0,0,0,0,0,0.00433526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001445087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1849711,0,0.001445087,0.04046243,0,0,0,0.001445087,0,0,0,0,0,0,0,0,0,0,0.002890173,0,0,0,0,0,0.005780347,0,0,0,0,0,0,0,0,0,0,0,0.00433526,0.04190752,0.02601156,0.00433526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2052023,0,0.005780347,0,0.00433526,0,0,0.00433526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01445087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007225433,0,0,0,0,0,0,0,0,0,0.05780347,0,0,0,0,0.04190752,0,0,0,0,0,0,0,0,0,0,0,0.001445087,0,0,0.001445087,0,0,0,0,0,0,0,0,0,0.001445087,0,0,0,0.033237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00433526,0,0,0.08526012,0.007225433,0,0,0,0,0,0,0,0,0.002890173,0,0.01011561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001445087,0,0,0,0,0,0,0.02312139,0,0,0
MOCC_2018-05-18_m,MOCC,MOCA,AZ,SODN,2018-05-18,Multiple,0,0,0,0,0,0,0,0,0,0,0.009884679,0,0,0,0.003294893,0,0,0,0,0,0,0.0214168,0,0,0.006589786,0,0,0,0,0,0,0,0.006589786,0,0,0.008237232,0,0.092257,0,0,0.05930807,0,0,0,0,0,0.001647446,0,0,0,0,0,0.04942339,0,0,0,0,0,0,0,0.06425041,0,0,0.003294893,0,0,0,0,0,0,0,0,0,0.04448105,0,0,0,0,0.01317957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2652389,0,0,0.07907743,0,0.003294893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001647446,0,0,0,0.02306425,0,0,0,0,0,0,0.001647446,0.003294893,0.003294893,0.004942339,0.003294893,0,0,0,0,0,0,0,0.001647446,0,0,0,0,0,0.04118616,0,0,0,0.001647446,0,0,0,0,0,0,0.001647446,0.003294893,0,0,0,0,0,0,0,0,0,0.003294893,0.06095552,0,0,0,0,0,0,0,0,0,0,0,0,0.004942339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214168,0,0,0,0,0,0,0,0.001647446,0,0,0,0,0,0,0.01812191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004942339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004942339,0,0,0.01647446,0.001647446,0,0,0,0,0,0.009884679,0,0,0.001647446,0,0.01317957,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01482702,0,0,0,0,0,0,0,0,0,0,0
TUZI_2018-05-19_r,TUZI,TUZI,AZ,SODN,2018-05-19,Riffle,0.003327787,0.006655574,0,0,0,0,0.008319467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1430948,0.003327787,0,0,0.001663893,0,0,0,0,0,0,0.00499168,0,0,0,0,0,0,0,0,0.003327787,0,0,0,0,0,0,0,0.01331115,0.001663893,0,0.01663893,0,0,0,0,0,0,0,0.003327787,0,0,0.01164725,0,0,0.001663893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001663893,0,0,0,0,0,0,0,0.1514143,0,0,0.001663893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001663893,0,0,0,0,0,0.00499168,0,0.001663893,0,0,0,0,0,0,0,0,0.001663893,0.02828619,0.02163061,0.00499168,0.1680532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03993344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09317803,0,0,0,0,0,0,0.00499168,0,0,0,0,0,0,0.006655574,0,0,0,0,0,0,0.001663893,0,0,0,0,0,0,0,0.07986689,0,0,0,0,0,0,0,0,0,0,0,0.001663893,0,0,0,0,0,0,0,0,0,0,0,0,0.008319467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03327787,0,0,0.03327787,0.03161398,0,0,0,0,0,0,0,0,0,0,0.01164725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04159734,0.001663893,0,0,0,0,0,0,0,0,0,0
TUZI_2018-05-19_m,TUZI,TUZI,AZ,SODN,2018-05-19,Multiple,0,0.008605852,0,0,0,0,0.005163511,0,0,0,0,0,0,0,0.005163511,0,0,0,0,0,0.003442341,0.1635112,0.003442341,0,0.00172117,0,0.02409638,0,0,0,0,0,0.00172117,0,0,0.01032702,0,0,0,0,0,0.01549053,0,0,0,0,0.00172117,0,0,0.006884682,0.00172117,0,0.02409638,0,0,0,0,0,0,0,0.0292599,0.00172117,0,0.006884682,0,0,0.00172117,0,0,0,0,0,0,0.005163511,0.00172117,0,0,0,0,0,0.00172117,0,0,0,0,0,0,0,0.006884682,0,0,0,0,0,0.003442341,0,0,0,0,0,0,0,0.2530121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172117,0,0.00172117,0,0.00172117,0.00172117,0,0,0,0,0,0,0.005163511,0.01204819,0.02409638,0.03958692,0,0,0,0,0,0,0,0,0,0.00172117,0,0,0,0.06196214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08605852,0,0,0,0,0,0,0.01032702,0,0,0,0,0,0,0.00172117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005163511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02237521,0,0,0.02065405,0,0,0,0,0,0,0,0,0,0,0,0.008605852,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08605852,0.00172117,0,0,0,0,0,0,0,0,0,0
GICL_2018-10-17_r,GICL,GICL,NM,SODN,2018-10-17,Riffle,0,0.06834532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06834532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1906475,0,0.02697842,0.147482,0,0,0,0,0,0,0,0,0,0,0,0,0.001798561,0.01258993,0,0,0,0,0,0,0.001798561,0,0,0,0,0,0,0,0,0,0,0.001798561,0,0,0.003597122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001798561,0,0,0,0,0,0,0,0,0.001798561,0,0,0,0,0,0,0,0.01978417,0.003597122,0,0,0,0,0,0.003597122,0,0,0,0,0.003597122,0,0,0,0,0,0,0.005395683,0.03597122,0.001798561,0.005395683,0.03417266,0,0,0,0,0,0,0,0,0.005395683,0,0,0.01079137,0.01798561,0,0,0,0.01438849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01798561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005395683,0,0,0.1043165,0,0,0,0,0,0,0,0,0,0,0,0.0323741,0,0,0.001798561,0,0,0,0,0,0,0,0,0.001798561,0.001798561,0,0.001798561,0,0.01798561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01079137,0,0,0,0.06115108,0,0.005395683,0,0,0,0,0,0.005395683,0.003597122,0,0.001798561,0,0,0,0,0.007194245,0,0.01438849,0,0,0,0,0,0,0.01258993,0,0,0,0,0,0.003597122,0,0,0,0,0
GICL_2018-10-17_m,GICL,GICL,NM,SODN,2018-10-17,Multiple,0,0.04866562,0,0,0,0,0,0,0,0,0,0,0,0,0.007849294,0,0,0,0,0.004709576,0,0.04395605,0,0,0.001569859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006279435,0,0,0,0,0.06279435,0.003139718,0.01883831,0.1758242,0,0,0,0,0,0,0,0.01098901,0,0,0,0,0.0455259,0.003139718,0,0,0,0,0,0,0.001569859,0,0,0,0,0,0,0.001569859,0.003139718,0,0,0.001569859,0.001569859,0.001569859,0.003139718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01726845,0,0,0,0,0,0,0,0,0.004709576,0.007849294,0,0.001569859,0,0,0,0,0,0.02825746,0,0,0,0,0,0,0,0.001569859,0,0.004709576,0.001569859,0,0,0,0,0,0,0.01098901,0.02197802,0.006279435,0.001569859,0,0.03610675,0,0,0,0,0,0,0,0.01726845,0,0,0.009419153,0.02040816,0,0,0,0.003139718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04081633,0.001569859,0,0,0,0,0.004709576,0,0,0,0,0,0,0,0,0.001569859,0,0,0,0,0,0,0,0.001569859,0.003139718,0,0.04081633,0,0,0.07692308,0,0,0,0,0,0,0,0,0,0,0,0.01569859,0,0,0.001569859,0,0,0,0.001569859,0,0,0,0,0.003139718,0,0,0,0,0.01098901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003139718,0.03610675,0,0,0,0.02982732,0,0.003139718,0,0,0,0,0,0,0.006279435,0,0.006279435,0,0,0,0,0.003139718,0.02197802,0.01098901,0,0,0,0,0,0,0.03139718,0.001569859,0,0,0,0,0,0,0,0,0,0
TUMM_2019-05-13_r,TUMM,TUMM,AZ,SODN,2019-05-13,Riffle,0,0.03059581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4734299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004830918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006441224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02093398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001610306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001610306,0,0,0,0,0.009661836,0,0,0,0,0,0,0,0,0.001610306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00805153,0,0,0,0,0,0.001610306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TUMM_2019-05-13_m,TUMM,TUMM,AZ,SODN,2019-05-13,Multiple,0,0.008515815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729927,0,0,0,0,0,0,0,0,0,0,0,0,0.5109489,0,0,0,0,0,0,0,0.001216545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216545,0,0,0,0,0,0,0.2846715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216545,0,0,0,0.003649635,0,0,0,0,0,0,0,0,0,0.013382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001216545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00729927,0,0,0,0,0,0,0,0,0,0,0.001216545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1277372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02554744,0,0,0,0,0,0.003649635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOWE_2019-05-17_r,MOWE,MOCA,AZ,SODN,2019-05-17,Riffle,0,0.002805049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2945302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007012623,0.007012623,0.0112202,0.04207573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0.001402525,0,0,0,0.002805049,0,0.001402525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03646564,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0,0,0.02103787,0.05189341,0.002805049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001402525,0,0,0,0,0.06732118,0,0,0,0,0,0,0,0.001402525,0,0,0,0,0.001402525,0,0.001402525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03085554,0.3800842,0,0,0,0.0112202,0,0,0,0,0,0,0,0,0,0,0.005610098,0,0,0,0.001402525,0,0,0,0,0,0,0,0,0,0.001402525,0.001402525,0,0,0,0,0.005610098,0,0,0,0,0
MOWE_2019-05-17_m,MOWE,MOCA,AZ,SODN,2019-05-17,Multiple,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0.003154574,0,0,0,0,0,0,0,0.3659306,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0.006309148,0,0.006309148,0,0,0,0,0,0,0,0,0,0,0,0,0.001577287,0.001577287,0.148265,0,0,0,0,0,0,0,0,0,0,0,0,0.004731861,0,0,0.003154574,0,0,0,0,0,0.0126183,0,0.001577287,0,0,0.01892745,0,0.003154574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06940063,0,0,0.05047319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0,0,0,0.001577287,0.007886435,0.003154574,0.004731861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001577287,0,0,0,0,0,0.001577287,0,0,0,0,0.001577287,0.001577287,0,0,0,0,0,0,0,0,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0.001577287,0.001577287,0,0,0,0,0.05835962,0,0,0,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004731861,0.1561514,0,0,0,0.001577287,0,0,0,0,0,0,0,0,0.001577287,0,0.03312303,0,0,0,0.001577287,0.001577287,0,0,0,0,0,0,0,0,0.001577287,0,0,0,0,0,0,0,0.006309148,0,0,0
MOCC_2019-05-18_r,MOCC,MOCA,AZ,SODN,2019-05-18,Riffle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001567398,0.5188088,0.004702194,0,0,0,0,0,0,0,0,0,0.001567398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003134796,0.004702194,0,0.02351097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003134796,0,0,0,0,0,0,0,0.001567398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01253918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001567398,0,0,0,0,0,0,0,0,0,0,0,0.02821317,0.1645768,0.08777429,0.003134796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01880878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003134796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05956113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001567398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04075235,0,0,0,0.004702194,0,0,0,0,0,0,0,0,0,0,0.009404388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001567398,0,0,0,0,0,0,0,0,0,0,0
