Sample ID,Site,Sample No,Site ID,Year,Visit ID,COMID,Waterbody Name,Network,State,NAMC Latitude,NAMC Longitude,Customer Latitude,Customer Longitude,Collection Date,Ecosystem,Habitat,Sample Type,Sampler Type,Field Notes,Lab Notes,Area,Field Split,Lab Split,Split Count,Completion Date
176679,TUMM,1,TUMM,2021,NA,15905101,Santa Cruz River at southern boundary of Tumacacori NHP,SODN,AZ,31.56326103,-111.0456161,,,2021-05-13,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,37.5,593,
176680,MOWE,1,MOWE,2021,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,,,2021-05-19,Stream/river,Riffle,Benthic,Kick net,NA,NA,1.11,100,18.75,606,
176681,MOWE,1,MOWE,2021,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,,,2021-05-18,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,6.25,703,
176682,MOCC,1,MOCC,2021,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,,,2021-05-19,Stream/river,Riffle,Benthic,Kick net,NA,NA,1.11,100,56.25,677,
176683,MOCC,1,MOCC,2021,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,,,2021-05-20,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,25,730,
176684,TUZI,1,TUZI,2021,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,,,2021-05-21,Stream/river,Riffle,Benthic,Kick net,NA,NA,1.11,100,18.75,823,
176685,TUZI,1,TUZI,2021,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,,,2021-05-21,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,6.25,710,
178752,GICL,1,GICL-1,2021,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,,,2021-10-18,Stream/river,Riffle,Benthic,Kick net,NA,NA,1.11,100,100,851,01/12/2022
178753,GICL,1,GICL-1,2021,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,,,2021-10-18,Stream/river,Multiple,Benthic,Kick net,Sample split into multiple bottles.,NA,1,100,18.75,637,01/24/2022
188984,TUMM,1,TUMM-1,2022,NA,15905101,Santa Cruz River at southern boundary of Tumacacori NHP,SODN,AZ,31.56326103,-111.0456161,31.56326103,-111.0456161,2022-05-09,Stream/river,Riffle,Benthic,Kick net,NA,NA,NA,100,100,158,08/29/2022
188985,TUMM,1,TUMM-1,2022,NA,15905101,Santa Cruz River at southern boundary of Tumacacori NHP,SODN,AZ,31.56326103,-111.0456161,31.56326103,-111.0456161,2022-05-09,Stream/river,Multiple,Benthic,Kick net,NA,NA,1,100,24.463,602,10/24/2022
188986,MOWE,1,MOWE-1,2022,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,34.64564133,-111.7616196,2022-05-23,Stream/river,Riffle,Benthic,Kick net,NA,NA,NA,100,25,792,10/06/2022
188987,MOWE,1,MOWE-1,2022,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,34.64564133,-111.7616196,2022-05-24,Stream/river,Multiple,Benthic,Kick net,NA,a 6.25% split of the samples was somewhat compromised when it fell on the floor. gathered most of it back into the cup,1,100,18.75,615,10/26/2022
188988,MOCC,1,MOCC,2022,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,34.61528778,-111.8371735,2022-05-24,Stream/river,Riffle,Benthic,Kick net,NA,NA,NA,100,6.25,778,10/12/2022
188989,MOCC,1,MOCC,2022,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,34.61528778,-111.8371735,2022-05-24,Stream/river,Multiple,Benthic,Kick net,NA,NA,1,100,25,522,10/21/2022
188990,TUZI,1,TUZI-1,2022,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,34.76639938,-112.025177,2022-05-25,Stream/river,Riffle,Benthic,Kick net,NA,NA,NA,100,25,669,10/12/2022
188991,TUZI,1,TUZI-1,2022,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,34.76639938,-112.025177,2022-05-25,Stream/river,Multiple,Benthic,Kick net,NA,NA,1,100,15.625,547,10/26/2022
210535,GICL,1,GICL-1,2022,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,33.22900772,-108.2628403,2022-11-02,Stream/river,Riffle,Benthic,Kick net,NA,NA,NA,100,100,343,12/27/2022
210536,GICL,1,GICL-1,2022,NA,2430292,West Fork of Gila River,SODN,NM,33.22900772,-108.2628403,33.22900772,-108.2628403,2022-11-02,Stream/river,Multiple,Benthic,Kick net,NA,pre-elutriated to 2 jars,1,100,100,601,12/27/2022
213001,TUMM,1,TUMM,2023,NA,15905101,Santa Cruz River at southern boundary of Tumacacori NHP,SODN,AZ,31.56326103,-111.0456161,31.56326103,-111.0456161,2023-05-16,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,5.27642,710,09/07/2023
213002,MOWE,1,MOWE,2023,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,34.64564133,-111.7616196,2023-05-30,Stream/river,Riffle,Benthic,Kick net,NA,NA,1,100,33,729,09/06/2023
213003,MOWE,1,MOWE,2023,NA,20454068,Wet Beaver Creek at Montezuma Well,SODN,AZ,34.64564133,-111.7616196,34.64564133,-111.7616196,2023-05-30,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,5.27642,622,09/12/2023
213004,MOCC,1,MOCC,2023,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,34.61528778,-111.8371735,2023-05-31,Stream/river,Riffle,Benthic,Kick net,NA,NA,1,100,22.8582,648,09/13/2023
213005,MOCC,1,MOCC,2023,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,34.61528778,-111.8371735,2023-05-31,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,24,622,09/08/2023
213006,TUZI,1,TUZI,2023,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,34.76639938,-112.025177,2023-06-01,Stream/river,Riffle,Benthic,Kick net,NA,NA,1,100,5.27642,606,09/08/2023
213007,TUZI,1,TUZI,2023,NA,20451706,Verde River,SODN,AZ,34.76639938,-112.025177,34.76639938,-112.025177,2023-06-01,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,12.3864,623,09/06/2023
218326,MOCC,1,MOCC,2024,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,34.6153,-111.8372252,2024-06-25,Stream/river,Riffle,Benthic,Kick net,NA,NA,1.11,100,35.244,585,09/10/2024
218327,MOCC,1,MOCC,2024,NA,20454224,Beaver Creek at Montezuma Castle NM,SODN,AZ,34.61528778,-111.8371735,34.6153,-111.8372252,2024-06-25,Stream/river,Multiple,Benthic,Kick net,NA,NA,NA,100,22.85,681,09/24/2024
